"Havaintoasema","Vuosi","Kuukausi","Päivä","Aika [Paikallinen aika]","Sademäärä [mm]","Lumensyvyys [cm]","Ilman keskilämpötila [°C]","Maanpintaminimi [°C]","Ylin lämpötila [°C]","Alin lämpötila [°C]"
"Tampere Härmälä","2020","5","20","09:00","-","-","-","3","-","-"
"Tampere Härmälä","2020","5","21","03:00","-1","-1","8.3","-","11.5","3.8"
"Tampere Härmälä","2020","5","21","09:00","-","-","-","2.7","-","-"
"Tampere Härmälä","2020","5","22","03:00","-1","-1","11.5","-","17.3","2.3"
"Tampere Härmälä","2020","5","22","09:00","-","-","-","-1.9","-","-"
"Tampere Härmälä","2020","5","23","03:00","-1","-1","12.8","-","19.5","1.7"
"Tampere Härmälä","2020","5","23","09:00","-","-","-","-3.4","-","-"
"Tampere Härmälä","2020","5","24","03:00","-1","-1","12.7","-","17","9.1"
"Tampere Härmälä","2020","5","24","09:00","-","-","-","3.5","-","-"
"Tampere Härmälä","2020","5","25","03:00","-1","-1","13.5","-","19.5","9.3"
"Tampere Härmälä","2020","5","25","09:00","-","-","-","6.8","-","-"
"Tampere Härmälä","2020","5","26","03:00","-1","-1","14.7","-","22","4.8"
"Tampere Härmälä","2020","5","26","09:00","-","-","-","-0.8","-","-"
"Tampere Härmälä","2020","5","27","03:00","2","-1","13.5","-","20.2","4.8"
"Tampere Härmälä","2020","5","27","09:00","-","-","-","-1","-","-"
"Tampere Härmälä","2020","5","28","03:00","-1","-1","12.8","-","17","9.3"
"Tampere Härmälä","2020","5","28","09:00","-","-","-","6.1","-","-"
"Tampere Härmälä","2020","5","29","03:00","-1","-1","11.5","-","15.9","3.8"
"Tampere Härmälä","2020","5","29","09:00","-","-","-","-0.1","-","-"
"Tampere Härmälä","2020","5","30","03:00","-1","-1","14.8","-","19.5","9.8"
"Tampere Härmälä","2020","5","30","09:00","-","-","-","6.6","-","-"
"Tampere Härmälä","2020","5","31","03:00","-1","-1","16.2","-","21.4","8.1"
"Tampere Härmälä","2020","5","31","09:00","-","-","-","3","-","-"
"Tampere Härmälä","2020","6","1","03:00","-1","-1","17.3","-","24.3","9"
"Tampere Härmälä","2020","6","1","09:00","-","-","-","4.8","-","-"
"Tampere Härmälä","2020","6","2","03:00","-1","-1","15.5","-","20.3","8.4"
"Tampere Härmälä","2020","6","2","09:00","-","-","-","4.5","-","-"
"Tampere Härmälä","2020","6","3","03:00","-1","-1","15.2","-","20.2","7.5"
"Tampere Härmälä","2020","6","3","09:00","-","-","-","3.1","-","-"
"Tampere Härmälä","2020","6","4","03:00","3.4","-1","15.6","-","21.6","5.8"
"Tampere Härmälä","2020","6","4","09:00","-","-","-","0.7","-","-"
"Tampere Härmälä","2020","6","5","03:00","7.3","-1","12.9","-","17.6","11.3"
"Tampere Härmälä","2020","6","5","09:00","-","-","-","10.4","-","-"
"Tampere Härmälä","2020","6","6","03:00","6.3","-1","12.7","-","17.2","10.8"
"Tampere Härmälä","2020","6","6","09:00","-","-","-","8","-","-"
"Tampere Härmälä","2020","6","7","03:00","-1","-1","14.7","-","19.2","10.5"
"Tampere Härmälä","2020","6","7","09:00","-","-","-","8.9","-","-"
"Tampere Härmälä","2020","6","8","03:00","-1","-1","14.6","-","19.9","7.1"
"Tampere Härmälä","2020","6","8","09:00","-","-","-","1.7","-","-"
"Tampere Härmälä","2020","6","9","03:00","-1","-1","16.9","-","21.4","12.6"
"Tampere Härmälä","2020","6","9","09:00","-","-","-","11","-","-"
"Tampere Härmälä","2020","6","10","03:00","-1","-1","17.5","-","22","11.9"
"Tampere Härmälä","2020","6","10","09:00","-","-","-","6.1","-","-"
"Tampere Härmälä","2020","6","11","03:00","-1","-1","17.9","-","23.7","11.9"
"Tampere Härmälä","2020","6","11","09:00","-","-","-","5.8","-","-"
"Tampere Härmälä","2020","6","12","03:00","-1","-1","18","-","23.9","9.2"
"Tampere Härmälä","2020","6","12","09:00","-","-","-","5.8","-","-"
"Tampere Härmälä","2020","6","13","03:00","-1","-1","19.1","-","25.3","8.7"
"Tampere Härmälä","2020","6","13","09:00","-","-","-","4.7","-","-"
"Tampere Härmälä","2020","6","14","03:00","-1","-1","19.9","-","25.7","11.2"
"Tampere Härmälä","2020","6","14","09:00","-","-","-","7.3","-","-"
"Tampere Härmälä","2020","6","15","03:00","-1","-1","20.7","-","26.8","10.1"
"Tampere Härmälä","2020","6","15","09:00","-","-","-","5.9","-","-"
"Tampere Härmälä","2020","6","16","03:00","4.6","-1","21.1","-","28.2","12.9"
"Tampere Härmälä","2020","6","16","09:00","-","-","-","9.5","-","-"
"Tampere Härmälä","2020","6","17","03:00","-1","-1","21.3","-","26.3","18"
"Tampere Härmälä","2020","6","17","09:00","-","-","-","16.4","-","-"
"Tampere Härmälä","2020","6","18","03:00","-1","-1","18.9","-","24.3","15.3"
"Tampere Härmälä","2020","6","18","09:00","-","-","-","13.3","-","-"
"Tampere Härmälä","2020","6","19","03:00","-1","-1","19.5","-","24.7","11.3"
"Tampere Härmälä","2020","6","19","09:00","-","-","-","7.1","-","-"
"Tampere Härmälä","2020","6","20","03:00","-1","-1","20.9","-","25.8","12.5"
"Tampere Härmälä","2020","6","20","09:00","-","-","-","8.3","-","-"
"Tampere Härmälä","2020","6","21","03:00","-1","-1","19","-","23.5","15.2"
"Tampere Härmälä","2020","6","21","09:00","-","-","-","11","-","-"
"Tampere Härmälä","2020","6","22","03:00","-1","-1","18.2","-","24.3","9"
"Tampere Härmälä","2020","6","22","09:00","-","-","-","4.5","-","-"
"Tampere Härmälä","2020","6","23","03:00","-1","-1","21.3","-","27.9","11"
"Tampere Härmälä","2020","6","23","09:00","-","-","-","6.7","-","-"
"Tampere Härmälä","2020","6","24","03:00","-1","-1","23.4","-","29.6","13.8"
"Tampere Härmälä","2020","6","24","09:00","-","-","-","9.3","-","-"
"Tampere Härmälä","2020","6","25","03:00","-1","-1","24.1","-","31.4","13.6"
"Tampere Härmälä","2020","6","25","09:00","-","-","-","8.7","-","-"
"Tampere Härmälä","2020","6","26","03:00","-1","-1","23.9","-","29.4","16.1"
"Tampere Härmälä","2020","6","26","09:00","-","-","-","11","-","-"
"Tampere Härmälä","2020","6","27","03:00","-1","-1","23.6","-","30","14.8"
"Tampere Härmälä","2020","6","27","09:00","-","-","-","9.5","-","-"
"Tampere Härmälä","2020","6","28","03:00","-1","-1","23.1","-","27","18.6"
"Tampere Härmälä","2020","6","28","09:00","-","-","-","16.9","-","-"
"Tampere Härmälä","2020","6","29","03:00","5.7","-1","18.7","-","24.5","15.7"
"Tampere Härmälä","2020","6","29","09:00","-","-","-","16.1","-","-"
"Tampere Härmälä","2020","6","30","03:00","12.9","-1","15","-","16.7","13.5"
"Tampere Härmälä","2020","6","30","09:00","-","-","-","13.3","-","-"
"Tampere Härmälä","2020","7","1","03:00","2.6","-1","14.2","-","18.6","13.6"
"Tampere Härmälä","2020","7","1","09:00","-","-","-","13","-","-"
"Tampere Härmälä","2020","7","2","03:00","2.6","-1","14.2","-","20","7"
"Tampere Härmälä","2020","7","2","09:00","-","-","-","3.6","-","-"
"Tampere Härmälä","2020","7","3","03:00","0.2","-1","14.9","-","18.5","12.6"
"Tampere Härmälä","2020","7","3","09:00","-","-","-","10.4","-","-"
"Tampere Härmälä","2020","7","4","03:00","5.2","-1","13.8","-","17.5","11"
"Tampere Härmälä","2020","7","4","09:00","-","-","-","8.4","-","-"
"Tampere Härmälä","2020","7","5","03:00","21","-1","14.2","-","18.9","7.9"
"Tampere Härmälä","2020","7","5","09:00","-","-","-","4.7","-","-"
"Tampere Härmälä","2020","7","6","03:00","3.9","-1","15.4","-","18.2","13.1"
"Tampere Härmälä","2020","7","6","09:00","-","-","-","13","-","-"
"Tampere Härmälä","2020","7","7","03:00","1.9","-1","13.8","-","17.9","12.4"
"Tampere Härmälä","2020","7","7","09:00","-","-","-","11.2","-","-"
"Tampere Härmälä","2020","7","8","03:00","1.7","-1","12.7","-","19.5","7.2"
"Tampere Härmälä","2020","7","8","09:00","-","-","-","4.3","-","-"
"Tampere Härmälä","2020","7","9","03:00","0.4","-1","12.3","-","16.4","8.4"
"Tampere Härmälä","2020","7","9","09:00","-","-","-","5.2","-","-"
"Tampere Härmälä","2020","7","10","03:00","2.4","-1","13.6","-","19.3","9.9"
"Tampere Härmälä","2020","7","10","09:00","-","-","-","8.6","-","-"
"Tampere Härmälä","2020","7","11","03:00","8.6","-1","12.1","-","16","8.5"
"Tampere Härmälä","2020","7","11","09:00","-","-","-","5.3","-","-"
"Tampere Härmälä","2020","7","12","03:00","2.7","-1","13.3","-","20.4","7.5"
"Tampere Härmälä","2020","7","12","09:00","-","-","-","4.3","-","-"
"Tampere Härmälä","2020","7","13","03:00","5.2","-1","12.3","-","18.2","7.1"
"Tampere Härmälä","2020","7","13","09:00","-","-","-","3.7","-","-"
"Tampere Härmälä","2020","7","14","03:00","-1","-1","14.4","-","20.3","6.6"
"Tampere Härmälä","2020","7","14","09:00","-","-","-","3.2","-","-"
"Tampere Härmälä","2020","7","15","03:00","-1","-1","17.3","-","22.6","10.7"
"Tampere Härmälä","2020","7","15","09:00","-","-","-","6.9","-","-"
"Tampere Härmälä","2020","7","16","03:00","-1","-1","17.8","-","24.4","9.2"
"Tampere Härmälä","2020","7","16","09:00","-","-","-","5.8","-","-"
"Tampere Härmälä","2020","7","17","03:00","-1","-1","19.7","-","25.6","10.9"
"Tampere Härmälä","2020","7","17","09:00","-","-","-","7.4","-","-"
"Tampere Härmälä","2020","7","18","03:00","-1","-1","20.5","-","26.1","13.9"
"Tampere Härmälä","2020","7","18","09:00","-","-","-","10.3","-","-"
"Tampere Härmälä","2020","7","19","03:00","-1","-1","20.3","-","26.3","13.2"
"Tampere Härmälä","2020","7","19","09:00","-","-","-","9.1","-","-"
"Tampere Härmälä","2020","7","20","03:00","-1","-1","20.4","-","24.6","16"
"Tampere Härmälä","2020","7","20","09:00","-","-","-","11.8","-","-"
"Tampere Härmälä","2020","7","21","03:00","11.4","-1","17.6","-","22.7","13.8"
"Tampere Härmälä","2020","7","21","09:00","-","-","-","10","-","-"
"Tampere Härmälä","2020","7","22","03:00","0.2","-1","14.1","-","18.4","12.3"
"Tampere Härmälä","2020","7","22","09:00","-","-","-","8.7","-","-"
"Tampere Härmälä","2020","7","23","03:00","0.8","-1","12.1","-","14.2","11.5"
"Tampere Härmälä","2020","7","23","09:00","-","-","-","10.6","-","-"
"Tampere Härmälä","2020","7","24","03:00","3.9","-1","11.1","-","12.8","10"
"Tampere Härmälä","2020","7","24","09:00","-","-","-","8.9","-","-"
"Tampere Härmälä","2020","7","25","03:00","0.2","-1","14","-","18.9","10.7"
"Tampere Härmälä","2020","7","25","09:00","-","-","-","10.3","-","-"
"Tampere Härmälä","2020","7","26","03:00","-1","-1","15.8","-","23.2","7.5"
"Tampere Härmälä","2020","7","26","09:00","-","-","-","4.4","-","-"
"Tampere Härmälä","2020","7","27","03:00","2.3","-1","18.9","-","24.2","12.7"
"Tampere Härmälä","2020","7","27","09:00","-","-","-","9.1","-","-"
"Tampere Härmälä","2020","7","28","03:00","1.8","-1","17.4","-","20.4","15.4"
"Tampere Härmälä","2020","7","28","09:00","-","-","-","14.9","-","-"
"Tampere Härmälä","2020","7","29","03:00","2.5","-1","15.8","-","17.8","14.6"
"Tampere Härmälä","2020","7","29","09:00","-","-","-","15.6","-","-"
"Tampere Härmälä","2020","7","30","03:00","-1","-1","15.7","-","20.9","11.3"
"Tampere Härmälä","2020","7","30","09:00","-","-","-","8.4","-","-"
"Tampere Härmälä","2020","7","31","03:00","2","-1","16.9","-","21.5","11.8"
"Tampere Härmälä","2020","7","31","09:00","-","-","-","9.4","-","-"
"Tampere Härmälä","2020","8","1","03:00","-1","-1","16.3","-","22.6","7.5"
"Tampere Härmälä","2020","8","1","09:00","-","-","-","4.6","-","-"
"Tampere Härmälä","2020","8","2","03:00","23.2","-1","15.9","-","21.3","11.5"
"Tampere Härmälä","2020","8","2","09:00","-","-","-","8.7","-","-"
"Tampere Härmälä","2020","8","3","03:00","0.9","-1","17","-","21.4","13.7"
"Tampere Härmälä","2020","8","3","09:00","-","-","-","11.9","-","-"
"Tampere Härmälä","2020","8","4","03:00","-1","-1","17.2","-","22.6","11.6"
"Tampere Härmälä","2020","8","4","09:00","-","-","-","8.7","-","-"
"Tampere Härmälä","2020","8","5","03:00","-1","-1","16.1","-","21.6","9.3"
"Tampere Härmälä","2020","8","5","09:00","-","-","-","5.5","-","-"
"Tampere Härmälä","2020","8","6","03:00","-1","-1","16.6","-","19.9","11.8"
"Tampere Härmälä","2020","8","6","09:00","-","-","-","8.5","-","-"
"Tampere Härmälä","2020","8","7","03:00","-1","-1","19.2","-","26.2","10.7"
"Tampere Härmälä","2020","8","7","09:00","-","-","-","7.6","-","-"
"Tampere Härmälä","2020","8","8","03:00","-1","-1","21.1","-","28.2","12.7"
"Tampere Härmälä","2020","8","8","09:00","-","-","-","9.4","-","-"
"Tampere Härmälä","2020","8","9","03:00","-1","-1","20.6","-","26.7","14.9"
"Tampere Härmälä","2020","8","9","09:00","-","-","-","10.3","-","-"
"Tampere Härmälä","2020","8","10","03:00","-1","-1","17.1","-","21.6","12"
"Tampere Härmälä","2020","8","10","09:00","-","-","-","8","-","-"
"Tampere Härmälä","2020","8","11","03:00","-1","-1","15.9","-","19.4","11.5"
"Tampere Härmälä","2020","8","11","09:00","-","-","-","8.9","-","-"
"Tampere Härmälä","2020","8","12","03:00","1.3","-1","15.1","-","19.6","12.5"
"Tampere Härmälä","2020","8","12","09:00","-","-","-","11","-","-"
"Tampere Härmälä","2020","8","13","03:00","-1","-1","14.3","-","19.6","8.8"
"Tampere Härmälä","2020","8","13","09:00","-","-","-","6.5","-","-"
"Tampere Härmälä","2020","8","14","03:00","-1","-1","16.3","-","21.4","7.7"
"Tampere Härmälä","2020","8","14","09:00","-","-","-","4.4","-","-"
"Tampere Härmälä","2020","8","15","03:00","-1","-1","20","-","25","15.7"
"Tampere Härmälä","2020","8","15","09:00","-","-","-","13.6","-","-"
"Tampere Härmälä","2020","8","16","03:00","-1","-1","18","-","23","13.8"
"Tampere Härmälä","2020","8","16","09:00","-","-","-","10.2","-","-"
"Tampere Härmälä","2020","8","17","03:00","-1","-1","14.5","-","20.7","6.6"
"Tampere Härmälä","2020","8","17","09:00","-","-","-","2.8","-","-"
"Tampere Härmälä","2020","8","18","03:00","-1","-1","15.3","-","23.6","5.4"
"Tampere Härmälä","2020","8","18","09:00","-","-","-","1.7","-","-"
"Tampere Härmälä","2020","8","19","03:00","8","-1","17.8","-","25.4","10.3"
"Tampere Härmälä","2020","8","19","09:00","-","-","-","7.2","-","-"
"Tampere Härmälä","2020","8","20","03:00","-1","-1","18.5","-","25.3","11.3"
"Tampere Härmälä","2020","8","20","09:00","-","-","-","8.7","-","-"
"Tampere Härmälä","2020","8","21","03:00","4.2","-1","19.1","-","26.1","10.2"
"Tampere Härmälä","2020","8","21","09:00","-","-","-","7.3","-","-"
"Tampere Härmälä","2020","8","22","03:00","1.9","-1","18","-","21.3","16.4"
"Tampere Härmälä","2020","8","22","09:00","-","-","-","15.4","-","-"
"Tampere Härmälä","2020","8","23","03:00","0.8","-1","17.7","-","22.2","15"
"Tampere Härmälä","2020","8","23","09:00","-","-","-","15.5","-","-"
"Tampere Härmälä","2020","8","24","03:00","0.3","-1","14.6","-","18.9","13.4"
"Tampere Härmälä","2020","8","24","09:00","-","-","-","11.6","-","-"
"Tampere Härmälä","2020","8","25","03:00","0.5","-1","11.8","-","19.2","4.1"
"Tampere Härmälä","2020","8","25","09:00","-","-","-","0.1","-","-"
"Tampere Härmälä","2020","8","26","03:00","-1","-1","12.3","-","18.8","5.2"
"Tampere Härmälä","2020","8","26","09:00","-","-","-","1.3","-","-"
"Tampere Härmälä","2020","8","27","03:00","-1","-1","12","-","17.2","4.2"
"Tampere Härmälä","2020","8","27","09:00","-","-","-","0.6","-","-"
"Tampere Härmälä","2020","8","28","03:00","-1","-1","11.2","-","17.3","4.1"
"Tampere Härmälä","2020","8","28","09:00","-","-","-","0.3","-","-"
"Tampere Härmälä","2020","8","29","03:00","-1","-1","11.9","-","19.1","3.2"
"Tampere Härmälä","2020","8","29","09:00","-","-","-","-0.5","-","-"
"Tampere Härmälä","2020","8","30","03:00","0.4","-1","12.6","-","14.6","10.3"
"Tampere Härmälä","2020","8","30","09:00","-","-","-","8.1","-","-"
"Tampere Härmälä","2020","8","31","03:00","-1","-1","13.9","-","17.2","11.4"
"Tampere Härmälä","2020","8","31","09:00","-","-","-","11","-","-"
"Tampere Härmälä","2020","9","1","03:00","-1","-1","12.3","-","18.1","7.3"
"Tampere Härmälä","2020","9","1","09:00","-","-","-","3.2","-","-"
"Tampere Härmälä","2020","9","2","03:00","-1","-1","12.3","-","18.7","3.4"
"Tampere Härmälä","2020","9","2","09:00","-","-","-","-0.2","-","-"
"Tampere Härmälä","2020","9","3","03:00","1.3","-1","14.6","-","16.7","11.8"
"Tampere Härmälä","2020","9","3","09:00","-","-","-","9.6","-","-"
"Tampere Härmälä","2020","9","4","03:00","7.8","-1","15.6","-","19.9","13.8"
"Tampere Härmälä","2020","9","4","09:00","-","-","-","11.9","-","-"
"Tampere Härmälä","2020","9","5","03:00","-1","-1","14.6","-","18.1","13.2"
"Tampere Härmälä","2020","9","5","09:00","-","-","-","13.3","-","-"
"Tampere Härmälä","2020","9","6","03:00","0.7","-1","12.6","-","17.2","9.8"
"Tampere Härmälä","2020","9","6","09:00","-","-","-","7.3","-","-"
"Tampere Härmälä","2020","9","7","03:00","4","-1","10.6","-","18.4","5.4"
"Tampere Härmälä","2020","9","7","09:00","-","-","-","2.1","-","-"
"Tampere Härmälä","2020","9","8","03:00","2.5","-1","11.4","-","13.5","6.8"
"Tampere Härmälä","2020","9","8","09:00","-","-","-","2.2","-","-"
"Tampere Härmälä","2020","9","9","03:00","16.2","-1","11.5","-","15.9","5.4"
"Tampere Härmälä","2020","9","9","09:00","-","-","-","1.6","-","-"
"Tampere Härmälä","2020","9","10","03:00","-1","-1","11.2","-","14.8","9.3"
"Tampere Härmälä","2020","9","10","09:00","-","-","-","8.8","-","-"
"Tampere Härmälä","2020","9","11","03:00","1.1","-1","10.2","-","15","7.2"
"Tampere Härmälä","2020","9","11","09:00","-","-","-","3.7","-","-"
"Tampere Härmälä","2020","9","12","03:00","3.2","-1","12.1","-","15","6.9"
"Tampere Härmälä","2020","9","12","09:00","-","-","-","2.7","-","-"
"Tampere Härmälä","2020","9","13","03:00","-1","-1","12.1","-","15.8","10.4"
"Tampere Härmälä","2020","9","13","09:00","-","-","-","9.5","-","-"
"Tampere Härmälä","2020","9","14","03:00","-1","-1","11.1","-","16.9","4.7"
"Tampere Härmälä","2020","9","14","09:00","-","-","-","0.6","-","-"
"Tampere Härmälä","2020","9","15","03:00","1.6","-1","10.1","-","15.9","3.7"
"Tampere Härmälä","2020","9","15","09:00","-","-","-","-0.5","-","-"
"Tampere Härmälä","2020","9","16","03:00","1.7","-1","11.8","-","15.8","8.2"
"Tampere Härmälä","2020","9","16","09:00","-","-","-","5.5","-","-"
"Tampere Härmälä","2020","9","17","03:00","0.7","-1","8.7","-","11","6.7"
"Tampere Härmälä","2020","9","17","09:00","-","-","-","5.8","-","-"
"Tampere Härmälä","2020","9","18","03:00","-1","-1","9.8","-","15.7","3.2"
"Tampere Härmälä","2020","9","18","09:00","-","-","-","0.4","-","-"
"Tampere Härmälä","2020","9","19","03:00","-1","-1","9.8","-","14","7.2"
"Tampere Härmälä","2020","9","19","09:00","-","-","-","5.8","-","-"
"Tampere Härmälä","2020","9","20","03:00","-1","-1","9.7","-","14.7","2.4"
"Tampere Härmälä","2020","9","20","09:00","-","-","-","-0.5","-","-"
"Tampere Härmälä","2020","9","21","03:00","-1","-1","11.9","-","14.9","5.2"
"Tampere Härmälä","2020","9","21","09:00","-","-","-","1.8","-","-"
"Tampere Härmälä","2020","9","22","03:00","-1","-1","12.5","-","15.3","10.6"
"Tampere Härmälä","2020","9","22","09:00","-","-","-","10.3","-","-"
"Tampere Härmälä","2020","9","23","03:00","-1","-1","13.2","-","19.2","9.2"
"Tampere Härmälä","2020","9","23","09:00","-","-","-","6","-","-"
"Tampere Härmälä","2020","9","24","03:00","0.4","-1","15.7","-","19.8","9.5"
"Tampere Härmälä","2020","9","24","09:00","-","-","-","6.1","-","-"
"Tampere Härmälä","2020","9","25","03:00","-1","-1","15.6","-","17.7","14.1"
"Tampere Härmälä","2020","9","25","09:00","-","-","-","11.4","-","-"
"Tampere Härmälä","2020","9","26","03:00","-1","-1","15.7","-","21.2","12.1"
"Tampere Härmälä","2020","9","26","09:00","-","-","-","10.2","-","-"
"Tampere Härmälä","2020","9","27","03:00","-1","-1","14.3","-","21.4","7.5"
"Tampere Härmälä","2020","9","27","09:00","-","-","-","4.7","-","-"
"Tampere Härmälä","2020","9","28","03:00","-1","-1","12.6","-","18.6","6.6"
"Tampere Härmälä","2020","9","28","09:00","-","-","-","3.4","-","-"
"Tampere Härmälä","2020","9","29","03:00","2.2","-1","12","-","14.4","7.4"
"Tampere Härmälä","2020","9","29","09:00","-","-","-","4.3","-","-"
"Tampere Härmälä","2020","9","30","03:00","0.7","-1","11.2","-","14.2","8"
"Tampere Härmälä","2020","9","30","09:00","-","-","-","11.4","-","-"
"Tampere Härmälä","2020","10","1","03:00","-1","-1","10","-","16.3","4"
"Tampere Härmälä","2020","10","1","09:00","-","-","-","1.7","-","-"
"Tampere Härmälä","2020","10","2","03:00","-1","-1","11","-","16","6.1"
"Tampere Härmälä","2020","10","2","09:00","-","-","-","2.3","-","-"
"Tampere Härmälä","2020","10","3","03:00","-1","-1","11.2","-","16.1","5.2"
"Tampere Härmälä","2020","10","3","09:00","-","-","-","1.4","-","-"
"Tampere Härmälä","2020","10","4","03:00","1.2","-1","12.9","-","14.8","11.2"
"Tampere Härmälä","2020","10","4","09:00","-","-","-","9.4","-","-"
"Tampere Härmälä","2020","10","5","03:00","5.4","-1","12.9","-","18.2","11"
"Tampere Härmälä","2020","10","5","09:00","-","-","-","10.5","-","-"
"Tampere Härmälä","2020","10","6","03:00","0.6","-1","13","-","14.2","6.1"
"Tampere Härmälä","2020","10","6","09:00","-","-","-","2.8","-","-"
"Tampere Härmälä","2020","10","7","03:00","1.9","-1","12.5","-","14.7","10.6"
"Tampere Härmälä","2020","10","7","09:00","-","-","-","8.4","-","-"
"Tampere Härmälä","2020","10","8","03:00","2.1","-1","12.2","-","14.2","11.1"
"Tampere Härmälä","2020","10","8","09:00","-","-","-","9.2","-","-"
"Tampere Härmälä","2020","10","9","03:00","1.1","-1","11","-","13.3","9.6"
"Tampere Härmälä","2020","10","9","09:00","-","-","-","8.6","-","-"
"Tampere Härmälä","2020","10","10","03:00","5.9","-1","9.4","-","13.1","6.6"
"Tampere Härmälä","2020","10","10","09:00","-","-","-","6.9","-","-"
"Tampere Härmälä","2020","10","11","03:00","2.7","-1","8","-","12.5","3.1"
"Tampere Härmälä","2020","10","11","09:00","-","-","-","4.2","-","-"
"Tampere Härmälä","2020","10","12","03:00","0.1","-1","7.1","-","12","1.1"
"Tampere Härmälä","2020","10","12","09:00","-","-","-","-1.7","-","-"
"Tampere Härmälä","2020","10","13","03:00","3.2","-1","6.7","-","8.4","3.8"
"Tampere Härmälä","2020","10","13","09:00","-","-","-","-0.6","-","-"
"Tampere Härmälä","2020","10","14","03:00","-1","-1","4.7","-","7.2","2"
"Tampere Härmälä","2020","10","14","09:00","-","-","-","5.1","-","-"
"Tampere Härmälä","2020","10","15","03:00","0.5","-1","2.8","-","7.6","-2.9"
"Tampere Härmälä","2020","10","15","09:00","-","-","-","-5.4","-","-"
"Tampere Härmälä","2020","10","16","03:00","-1","-1","3","-","7.4","-0.6"
"Tampere Härmälä","2020","10","16","09:00","-","-","-","0.9","-","-"
"Tampere Härmälä","2020","10","17","03:00","0.2","-1","4.6","-","7.8","-2.9"
"Tampere Härmälä","2020","10","17","09:00","-","-","-","-6.1","-","-"
"Tampere Härmälä","2020","10","18","03:00","0.2","-1","2.4","-","6.3","-0.9"
"Tampere Härmälä","2020","10","18","09:00","-","-","-","-3.6","-","-"
"Tampere Härmälä","2020","10","19","03:00","2.3","-1","1.3","-","2.2","-0.1"
"Tampere Härmälä","2020","10","19","09:00","-","-","-","-0.9","-","-"
"Tampere Härmälä","2020","10","20","03:00","3.5","-1","0.5","-","2.7","-1.5"
"Tampere Härmälä","2020","10","20","09:00","-","-","-","-0.4","-","-"
"Tampere Härmälä","2020","10","21","03:00","14.9","4","3.2","-","6.1","-1.5"
"Tampere Härmälä","2020","10","21","09:00","-","-","-","-2.7","-","-"
"Tampere Härmälä","2020","10","22","03:00","11.9","-1","8.5","-","9.6","6"
"Tampere Härmälä","2020","10","22","09:00","-","-","-","5.7","-","-"
"Tampere Härmälä","2020","10","23","03:00","3.1","-1","4.1","-","9.1","-0.7"
"Tampere Härmälä","2020","10","23","09:00","-","-","-","6.8","-","-"
"Tampere Härmälä","2020","10","24","03:00","-1","-1","1.5","-","5.4","-2.5"
"Tampere Härmälä","2020","10","24","09:00","-","-","-","-6.5","-","-"
"Tampere Härmälä","2020","10","25","03:00","0.3","-1","2.1","-","5.7","-3.4"
"Tampere Härmälä","2020","10","25","08:00","-","-","-","-6.5","-","-"
"Tampere Härmälä","2020","10","26","02:00","1.4","-1","10.3","-","11.4","5.7"
"Tampere Härmälä","2020","10","26","08:00","-","-","-","5.2","-","-"
"Tampere Härmälä","2020","10","27","02:00","6.6","-1","10.2","-","11.9","9.5"
"Tampere Härmälä","2020","10","27","08:00","-","-","-","9","-","-"
"Tampere Härmälä","2020","10","28","02:00","1.2","-1","8.7","-","10.4","7"
"Tampere Härmälä","2020","10","28","08:00","-","-","-","6.1","-","-"
"Tampere Härmälä","2020","10","29","02:00","1","-1","8.6","-","10.8","6.8"
"Tampere Härmälä","2020","10","29","08:00","-","-","-","6.2","-","-"
"Tampere Härmälä","2020","10","30","02:00","-1","-1","4.9","-","8.6","0.3"
"Tampere Härmälä","2020","10","30","08:00","-","-","-","1.6","-","-"
"Tampere Härmälä","2020","10","31","02:00","0.1","-1","4.4","-","6.8","-0.4"
"Tampere Härmälä","2020","10","31","08:00","-","-","-","-3","-","-"
"Tampere Härmälä","2020","11","1","02:00","-1","-1","7.6","-","8.1","6.7"
"Tampere Härmälä","2020","11","1","08:00","-","-","-","6","-","-"
"Tampere Härmälä","2020","11","2","02:00","8","-1","8","-","8.5","6.4"
"Tampere Härmälä","2020","11","2","08:00","-","-","-","6.5","-","-"
"Tampere Härmälä","2020","11","3","02:00","0.2","-1","9.9","-","13.3","8.5"
"Tampere Härmälä","2020","11","3","08:00","-","-","-","8","-","-"
"Tampere Härmälä","2020","11","4","02:00","-1","-1","6.4","-","8.7","5.2"
"Tampere Härmälä","2020","11","4","08:00","-","-","-","2.6","-","-"
"Tampere Härmälä","2020","11","5","02:00","-1","-1","6.9","-","8.6","4.8"
"Tampere Härmälä","2020","11","5","08:00","-","-","-","3.3","-","-"
"Tampere Härmälä","2020","11","6","02:00","-1","-1","9.2","-","12","6.1"
"Tampere Härmälä","2020","11","6","08:00","-","-","-","2.2","-","-"
"Tampere Härmälä","2020","11","7","02:00","-1","-1","8.2","-","12.2","6.2"
"Tampere Härmälä","2020","11","7","08:00","-","-","-","2.1","-","-"
"Tampere Härmälä","2020","11","8","02:00","-1","-1","2","-","7.4","-1.8"
"Tampere Härmälä","2020","11","8","08:00","-","-","-","-3.7","-","-"
"Tampere Härmälä","2020","11","9","02:00","-1","-1","3","-","6.6","-1.8"
"Tampere Härmälä","2020","11","9","08:00","-","-","-","-6.7","-","-"
